ships,dates
Bakugou Katsuki & Iida Tenya,03 Nov 2021
Bakugou Katsuki & Hagakure Tooru,03 Nov 2021
Aizawa Shouta | Eraserhead & Bakugou Katsuki,03 Nov 2021
Bakugou Katsuki & Yagi Toshinori | All Might,03 Nov 2021
Bakugou Katsuki & Shuuzenji Chiyo | Recovery Girl,03 Nov 2021
Midoriya Izuku/Shigaraki Tomura | Shimura Tenko,03 Nov 2021
Kaminari Denki/Shinsou Hitoshi,03 Nov 2021
Asui Tsuyu/Uraraka Ochako,03 Nov 2021
Asui Tsuyu & Iida Tenya & Midoriya Izuku & Todoroki Shouto & Uraraka Ochako,03 Nov 2021
Midoriya Izuku & Todoroki Shouto,03 Nov 2021
Asui Tsuyu & Midoriya Izuku,03 Nov 2021
Iida Tenya & Todoroki Shouto,03 Nov 2021
Asui Tsuyu & Uraraka Ochako,03 Nov 2021
Iida Tenya & Uraraka Ochako,03 Nov 2021
Midoriya Izuku & Nedzu,03 Nov 2021
Aizawa Shouta | Eraserhead & Midoriya Izuku,03 Nov 2021
Bakugou Katsuki/Midoriya Izuku,03 Nov 2021
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,03 Nov 2021
Aizawa Shouta | Eraserhead & Midoriya Izuku,03 Nov 2021
Midoriya Izuku & Yamada Hizashi | Present Mic,03 Nov 2021
Midoriya Hisashi/Midoriya Inko,03 Nov 2021
Midoriya Izuku & Uraraka Ochako,03 Nov 2021
(mentioned) - Relationship,03 Nov 2021
Takami Keigo | Hawks/Todoroki Enji | Endeavor,03 Nov 2021
Mera Yokumiru & Takami Keigo | Hawks,03 Nov 2021
Midoriya Izuku/Yanagi Reiko,01 Nov 2021
Shigaraki Tomura | Shimura Tenko/Reader,01 Nov 2021
Shigaraki Tomura | Shimura Tenko & Reader,01 Nov 2021
Dabi | Todoroki Touya/Takami Keigo | Hawks,01 Nov 2021
Aizawa Shouta | Eraserhead/Reader,01 Nov 2021
Midoriya Hisashi/Midoriya Inko,01 Nov 2021
Midoriya Hisashi & Midoriya Inko,01 Nov 2021
Midoriya Hisashi & Midoriya Izuku,01 Nov 2021
Bakugou Katsuki & Midoriya Izuku,01 Nov 2021
Midoriya Inko/Sensei | All For One,01 Nov 2021
Midoriya Inko & Sensei | All for One,01 Nov 2021
Midoriya Izuku & Sensei | All For One,01 Nov 2021
Miruko’s boot/you,01 Nov 2021
Bakugou Katsuki/Kirishima Eijirou,01 Nov 2021
Bakugou Katsuki/Yaoyorozu Momo,01 Nov 2021
Midoriya Izuku/Todoroki Shouto,01 Nov 2021
Kaminari Denki/Shinsou Hitoshi,01 Nov 2021
Jirou Kyouka/Yaoyorozu Momo,01 Nov 2021
Iida Tenya/Uraraka Ochako,01 Nov 2021
Midoriya Izuku & Shinsou Hitoshi,01 Nov 2021
Todoroki Shouto & Yaoyorozu Momo,01 Nov 2021
Iida Tenya & Todoroki Shouto,01 Nov 2021
Jirou Kyouka & Kaminari Denki,01 Nov 2021
Todoroki Shouto & Todoroki Touya,01 Nov 2021
Todoroki Shouto & Uraraka Ochako,01 Nov 2021
Todoroki Shouto | Cats,01 Nov 2021
,01 Nov 2021
Todoroki Shouto/Yaoyorozu Momo,01 Nov 2021
Todoroki Shouto/Yaoyorozu Momo,01 Nov 2021
Iida Tensei | Ingenium & Iida Tenya,01 Nov 2021
Kirishima Eijirou/Todoroki Shouto,01 Nov 2021
Kirishima Eijirou & Todoroki Shouto,01 Nov 2021
Bakugou Katsuki/Todoroki Shouto,01 Nov 2021
Todoroki Enji | Endeavor/Todoroki Rei,01 Nov 2021
Midoriya Izuku/Shinsou Hitoshi,01 Nov 2021
Midoriya Izuku/Todoroki Shouto,01 Nov 2021
Shinsou Hitoshi/Todoroki Shouto,01 Nov 2021
Midoriya Izuku/Shinsou Hitoshi/Todoroki Shouto,01 Nov 2021
Aizawa Shouta | Eraserhead & Midoriya Izuku,01 Nov 2021
Aizawa Shouta | Eraserhead & Class 1-A,01 Nov 2021
Bakugou Katsuki/Midoriya Izuku,01 Nov 2021
Dabi | Todoroki Touya/Takami Keigo | Hawks,01 Nov 2021
Awase Yousetsu/Yaoyorozu Momo,01 Nov 2021
Midoriya Izuku/Todoroki Shouto,31 Oct 2021
Bakugou Katsuki/Kirishima Eijirou/Uraraka Ochako Mention,31 Oct 2021
Aizawa Shouta | Eraserhead/Midoriya Izuku,31 Oct 2021
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,31 Oct 2021
Jirou Kyouka/Kaminari Denki,31 Oct 2021
Dabi | Todoroki Touya/Takami Keigo | Hawks,30 Oct 2021
Bakugou Katsuki/Kirishima Eijirou,30 Oct 2021
Kaminari Denki/Shinsou Hitoshi,30 Oct 2021
Bakugou Katsuki/Reader,30 Oct 2021
Kirishima Eijirou/Reader,30 Oct 2021
Kaminari Denki/Reader,30 Oct 2021
Midoriya Izuku/Reader,30 Oct 2021
Uraraka Ochako/Reader,30 Oct 2021
Toga Himiko/Reader,30 Oct 2021
Todoroki Shouto/Reader,30 Oct 2021
Amajiki Tamaki/Reader,30 Oct 2021
Bakugou Katsuki/Reader,30 Oct 2021
Shinsou Hitoshi/Reader,30 Oct 2021
Midoriya Izuku & Sensei | All For One,30 Oct 2021
Dabi | Todoroki Touya/Takami Keigo | Hawks,30 Oct 2021
Bakugou Katsuki & Midoriya Izuku,30 Oct 2021
Midoriya Izuku/Todoroki Shouto,30 Oct 2021
Midoriya Izuku & Toga Himiko,30 Oct 2021
Shiozaki Ibara & Toga Himiko,30 Oct 2021
Takami Keigo | Hawks/Reader,30 Oct 2021
Hakamata Tsunagu | Best Jeanist/Takami Keigo | Hawks/Todoroki Enji | Endeavor,30 Oct 2021
Hakamata Tsunagu | Best Jeanist/Takami Keigo | Hawks,30 Oct 2021
Takami Keigo | Hawks/Todoroki Enji | Endeavor,30 Oct 2021
Hakamata Tsunagu | Best Jeanist/Todoroki Enji | Endeavor,30 Oct 2021
Hakamata Tsunagu | Best Jeanist & Takami Keigo | Hawks & Todoroki Enji | Endeavor,30 Oct 2021
Bakugou Katsuki/Kirishima Eijirou,30 Oct 2021
Kaminari Denki/Shinsou Hitoshi,30 Oct 2021
Takami Keigo | Hawks/Todoroki Enji | Endeavor,30 Oct 2021
,30 Oct 2021
Bakugou Katsuki & Midoriya Izuku,30 Oct 2021
Midoriya Izuku/Rody Soul,30 Oct 2021
Asui Tsuyu & Iida Tenya & Midoriya Izuku & Todoroki Shouto & Uraraka Ochako,30 Oct 2021
Bakugou Katsuki & Midoriya Izuku,30 Oct 2021
Akechi Goro & Takamaki Ann,30 Oct 2021
Akechi Goro & Sakura Futaba,30 Oct 2021
Akechi Goro & Phantom Thieves of Hearts,30 Oct 2021
Akechi Goro & Midoriya Izuku,30 Oct 2021
Midoriya Izuku & Everyone,28 Oct 2021
Class 1-A & Midoriya Izuku,28 Oct 2021
Midoriya Izuku & Yagi Toshinori | All Might,28 Oct 2021
Midoriya Izuku & Sensei | All For One,28 Oct 2021
Midoriya Izuku & Toogata Mirio,28 Oct 2021
Midoriya Izuku/Uraraka Ochako,28 Oct 2021
Aizawa Shouta | Eraserhead & Class 1-A,28 Oct 2021
Bakugou Katsuki & Midoriya Izuku,28 Oct 2021
Midoriya Izuku & Uraraka Ochako,28 Oct 2021
Sero Hanta & Todoroki Shouto,28 Oct 2021
Aoyama Yuuga & Midoriya Izuku,28 Oct 2021
Bakugou Katsuki/Midoriya Izuku,28 Oct 2021
Bakugou Katsuki/Midoriya Izuku,28 Oct 2021
Takami Keigo | Hawks/Reader,28 Oct 2021
Dabi | Todoroki Touya/Reader,28 Oct 2021
Bakugou Katsuki/Kaminari Denki,28 Oct 2021
Bakugou Katsuki/Hatsume Mei,28 Oct 2021
Todoroki Shouto/Uraraka Ochako,28 Oct 2021
Todoroki Shouto & Uraraka Ochako,28 Oct 2021
Hadou Nejire/Toogata Mirio,28 Oct 2021
Toogata Mirio & Original Character,28 Oct 2021
Hadou Nejire & Original Character,28 Oct 2021
Original Character & Original Character(s),28 Oct 2021
Shigaraki Tomura | Shimura Tenko & Shimura Hana,28 Oct 2021
Midoriya Izuku/Tokoyami Fumikage,28 Oct 2021
Kaminari Denki & Toga Himiko (Cousins),28 Oct 2021
Kaminari Denki/Shinsou Hitoshi,28 Oct 2021
Jirou Kyouka/Kaminari Denki,28 Oct 2021
Jirou Kyouka/Kaminari Denki/Shinsou Hitoshi,28 Oct 2021
,28 Oct 2021
Inui Ryou | Hound Dog & Reader,28 Oct 2021
Bakugou Katsuki/Kaminari Denki/Jirou Kyouka,28 Oct 2021
Kaminari Denki/Jirou Kyouka,28 Oct 2021
Kayama Nemuri | Midnight/Yamada Hizashi | Present Mic,28 Oct 2021
Bakugou Katsuki/Midoriya Izuku,28 Oct 2021
Shigaraki Tomura | Shimura Tenko/Reader,26 Oct 2021
Bakugou Katsuki/Kirishima Eijirou,26 Oct 2021
Bakugou Katsuki & Kirishima Eijirou,26 Oct 2021
Iida Tenya/Todoroki Shouto,26 Oct 2021
Iida Tensei | Ingenium & Iida Tenya,26 Oct 2021
Bakugou Katsuki & Midoriya Izuku,26 Oct 2021
Midoriya Izuku/Uraraka Ochako,26 Oct 2021
Midoriya Inko & Midoriya Izuku,26 Oct 2021
Bakugou Katsuki & Uraraka Ochako,26 Oct 2021
Bakugou Katsuki/Midoriya Izuku,26 Oct 2021
Bakugou Katsuki/Kirishima Eijirou,26 Oct 2021
Sero Hanta/Ojiro Mashirao,26 Oct 2021
Iida Tenya/Sero Hanta,26 Oct 2021
Bakugou Katsuki/Shinsou Hitoshi,26 Oct 2021
Midoriya Hisashi/Midoriya Inko,26 Oct 2021
Midoriya Inko/Sensei | All For One,26 Oct 2021
,26 Oct 2021
Kaminari Denki/Shinsou Hitoshi,26 Oct 2021
Bakugou Katsuki/Kirishima Eijirou,26 Oct 2021
Bakugou Katsuki/Midoriya Izuku,26 Oct 2021
Midoriya Izuku/Shinsou Hitoshi,26 Oct 2021
Kaminari Denki/Shinsou Hitoshi,26 Oct 2021
Bakugou Katsuki/Kirishima Eijirou,26 Oct 2021
Kaminari Denki & Midoriya Izuku,27 Oct 2021
Kaminari Denki & Yaoyorozu Momo,27 Oct 2021
Kaminari Denki & Todoroki Shouto,27 Oct 2021
,26 Oct 2021
Chisaki Kai | Overhaul/Midoriya Izuku,26 Oct 2021
Kirishima Eijirou/Reader,26 Oct 2021
Bakugou Katsuki/Kirishima Eijirou,26 Oct 2021
Midoriya Izuku/Reader,26 Oct 2021
Midoriya Izuku/Uraraka Ochako,26 Oct 2021
Todoroki Shouto/Yaoyorozu Momo,26 Oct 2021
Jirou Kyouka/Kaminari Denki,26 Oct 2021
Kaminari Denki/Reader,26 Oct 2021
Toogata Mirio/Reader,26 Oct 2021
Amajiki Tamaki/Reader,26 Oct 2021
Amajiki Tamaki/Hadou Nejire,26 Oct 2021
Takami Keigo | Hawks/Reader,26 Oct 2021
Ashido Mina/Kirishima Eijirou,26 Oct 2021
Todoroki Shoto/Reader,26 Oct 2021
Bakugo Katsuki/Reader,26 Oct 2021
Hitoshi Shinsou/Reader,26 Oct 2021
Sasaki Mirai | Sir Nighteye/Reader,26 Oct 2021
Aizawa Shouta | Eraserhead/Midoriya Izuku,24 Oct 2021
Bakugou Katsuki/Original Female Character(s),24 Oct 2021
Bakugou Katsuki & Midoriya Izuku,24 Oct 2021
Class 1-A (My Hero Academia) & Original Character(s),24 Oct 2021
Kaminari Denki/Reader,24 Oct 2021
Mineta Minoru/Reader,24 Oct 2021
Kurogiri & Shigaraki Tomura | Shimura Tenko,24 Oct 2021
Sensei | All For One & Shigaraki Tomura | Shimura Tenko,24 Oct 2021
Garaki Kyuudai | Ujiko Daruma & Shigaraki Tomura | Shimura Tenko,24 Oct 2021
Bakugou Katsuki/Midoriya Izuku,25 Oct 2021
Bakugou Katsuki/Midoriya Izuku,24 Oct 2021
Midoriya Izuku/Shigaraki Tomura | Shimura Tenko,24 Oct 2021
Midoriya Izuku & Shigaraki Tomura | Shimura Tenko,24 Oct 2021
Bakugou Katsuki/Kirishima Eijirou,24 Oct 2021
Dabi | Todoroki Touya/Takami Keigo | Hawks,24 Oct 2021
Dabi | Todoroki Touya & Todoroki Shouto,24 Oct 2021
Dabi | Todoroki Touya & Todoroki Enji | Endeavor,24 Oct 2021
Midoriya Izuku/Todoroki Shouto,24 Oct 2021
Kaminari Denki/Shinsou Hitoshi,24 Oct 2021
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,24 Oct 2021
Midoriya Izuku & Shinsou Hitoshi,24 Oct 2021
Kaminari Denki & Midoriya Izuku,24 Oct 2021
Shinsou Hitoshi & Todoroki Shouto,24 Oct 2021
Aizawa Shouta | Eraserhead & Midoriya Izuku,24 Oct 2021
Midoriya Izuku & Yamada Hizashi | Present Mic,24 Oct 2021
Eri & Midoriya Izuku,24 Oct 2021
Midoriya Izuku & Yagi Toshinori | All Might,24 Oct 2021
Midoriya Izuku/Original Male Character(s),24 Oct 2021
Midoriya Izuku/Bakugou Katsuki (one sided),24 Oct 2021
Aizawa Shouta | Eraserhead & Midoriya Izuku,24 Oct 2021
Midoriya Izuku & U.A. Faculty,24 Oct 2021
Class 1-A & Midoriya Izuku,24 Oct 2021
Midoriya Izuku/Reader,24 Oct 2021
Todoroki Enji | Endeavor/Reader,24 Oct 2021
,24 Oct 2021
Shigaraki Tomura | Shimura Tenko/Reader,24 Oct 2021
Sero Hanta/Todoroki Shouto,24 Oct 2021
Ashido Mina/Sero Hanta/Todoroki Shouto,24 Oct 2021
Ashido Mina/Todoroki Shouto,24 Oct 2021
Bakugou Katsuki/Kirishima Eijirou,24 Oct 2021
Bakugou Katsuki/Todoroki Shouto,24 Oct 2021
Kirishima Eijirou/Todoroki Shouto,24 Oct 2021
Bakugou Katsuki/Kirishima Eijirou/Todoroki Shouto,24 Oct 2021
Jirou Kyouka/Kaminari Denki,24 Oct 2021
Shinsou Hitoshi/Todoroki Shouto,24 Oct 2021
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,24 Oct 2021
Kaibara Sen/Original Male Character(s),24 Oct 2021
Sero Hanta/Todoroki Shouto,24 Oct 2021
Bakugou Katsuki/Shinsou Hitoshi,24 Oct 2021
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,24 Oct 2021
Aizawa Shouta | Eraserhead & Midoriya Izuku,24 Oct 2021
Aizawa Shouta | Eraserhead & Bakugou Katsuki,24 Oct 2021
Aizawa Shouta | Eraserhead & Kaminari Denki,24 Oct 2021
Jirou Kyouka & Kaminari Denki,24 Oct 2021
Kaminari Denki & Midoriya Izuku,24 Oct 2021
Aizawa Shouta | Eraserhead & Yaoyorozu Momo,24 Oct 2021
Midoriya Izuku & Yaoyorozu Momo,24 Oct 2021
Kaminari Denki & Yaoyorozu Momo,24 Oct 2021
Class 1A & Class 1A,24 Oct 2021
Aizawa Shouta | Eraserhead & Kouda Kouji,24 Oct 2021
Bakugou Katsuki/Todoroki Shouto,24 Oct 2021
Aizawa Shouta | Eraserhead/Shinsou Hitoshi,24 Oct 2021
Midoriya Izuku & Yagi Toshinori | All Might,22 Oct 2021
Bakugou Katsuki & Midoriya Izuku,22 Oct 2021
Amajiki Tamaki/Toogata Mirio,22 Oct 2021
Amajiki Tamaki/Hadou Nejire,22 Oct 2021
Kayama Nemuri | Midnight/Reader,22 Oct 2021
,22 Oct 2021
Aizawa Shouta | Eraserhead & Midoriya Izuku,22 Oct 2021
Class 1-A & Midoriya Izuku,22 Oct 2021
Midoriya Izuku & Yagi Toshinori | All Might,22 Oct 2021
Midoriya Izuku & Yamada Hizashi | Present Mic,22 Oct 2021
Midoriya Izuku/Uraraka Ochako,22 Oct 2021
Midoriya Izuku/Todoroki Shouto,22 Oct 2021
Midoriya Izuku/Everyone,22 Oct 2021
Midoriya Izuku & Everyone,22 Oct 2021
Bakugou Katsuki/Midoriya Izuku,22 Oct 2021
Midoriya Izuku/Shinsou Hitoshi,22 Oct 2021
Ashido Mina & Kaminari Denki,22 Oct 2021
,22 Oct 2021
Midoriya Izuku & Shinsou Hitoshi,22 Oct 2021
Midoriya Izuku & Shigaraki Tomura | Shimura Tenko,22 Oct 2021
League of Villains & Midoriya Izuku,22 Oct 2021
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,22 Oct 2021
Midoriya Izuku & Todoroki Shouto,22 Oct 2021
Midoriya Izuku & Sensei | All For One,22 Oct 2021
Aizawa Shouta | Eraserhead & Midoriya Izuku,22 Oct 2021
Aizawa Shouta | Eraserhead & Midoriya Inko,22 Oct 2021
Midoriya Hisashi & Midoriya Inko,22 Oct 2021
Aizawa Shouta | Eraserhead & Shuuzenji Chiyo | Recovery Girl,22 Oct 2021
Takami Keigo | Hawks/Todoroki Enji | Endeavor,22 Oct 2021
,22 Oct 2021
Bakugou Katsuki/Kirishima Eijirou,22 Oct 2021
Midoriya Izuku/Shinsou Hitoshi,22 Oct 2021
Bakugou Katsuki/Kirishima Eijirou,22 Oct 2021
Bakugou Katsuki & Kirishima Eijirou,22 Oct 2021
Aizawa Shouta | Eraserhead & Shinsou Hitoshi,22 Oct 2021
Bakugou Katsuki/Reader,22 Oct 2021
Kirishima Eijirou/Todoroki Shouto,22 Oct 2021
Kaminari Denki/Sero Hanta,22 Oct 2021
Kaminari Denki/Reader,22 Oct 2021
Bakugou Katsuki/Reader,22 Oct 2021
Kirishima Eijirou/Reader,22 Oct 2021
Sero Hanta/Reader,22 Oct 2021
Bakugou Katsuki/Kaminari Denki/Kirishima Eijirou/Sero Hanta,22 Oct 2021
Dabi & Todoroki Shouto,19 Oct 2021
Todoroki Fuyumi & Todoroki Shouto,19 Oct 2021
Todoroki Enji | Endeavor & Todoroki Shouto,19 Oct 2021
Aizawa Shouta | Eraserhead & Tsukauchi Naomasa,19 Oct 2021
Bakugou Katsuki/Kirishima Eijirou,19 Oct 2021
Bakugou Katsuki/Uraraka Ochako,19 Oct 2021
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,19 Oct 2021
Ashido Mina/Kirishima Eijirou,19 Oct 2021
Bakugou Katsuki/Midoriya Izuku/Todoroki Shouto,19 Oct 2021
Jirou Kyouka/Kaminari Denki,19 Oct 2021
Bakugou Katsuki & Midoriya Izuku,19 Oct 2021
Jirou Kyouka/Kaminari Denki,19 Oct 2021
,19 Oct 2021
Midoriya Izuku/Uraraka Ochako,19 Oct 2021
Bakugou Katsuki/Kirishima Eijirou,19 Oct 2021
Jirou Kyouka/Yaoyorozu Momo,19 Oct 2021
Bakugou Katsuki/Kirishima Eijirou,19 Oct 2021
Bakugou Katsuki & OC,19 Oct 2021
Aizawa Shouta | Eraserhead & Midoriya Izuku,19 Oct 2021
Class 1-A & Midoriya Izuku,19 Oct 2021
,19 Oct 2021
Bakugou Katsuki/Midoriya Izuku,19 Oct 2021
Bakugou Katsuki & Todoroki Shouto,19 Oct 2021
Midoriya Izuku/Shinsou Hitoshi,19 Oct 2021
Ashido Mina/Yaoyorozu Momo,19 Oct 2021
Bakugou Katsuki/Uraraka Ochako,19 Oct 2021
Kaminari Denki/Todoroki Shouto,19 Oct 2021
Class 1-A & Midoriya Izuku,19 Oct 2021
Ashido Mina & Midoriya Izuku,19 Oct 2021
Hagakure Tooru & Midoriya Izuku,19 Oct 2021
Midoriya Izuku & Yaoyorozu Momo,19 Oct 2021
Deku and Bakugo Frienmies,19 Oct 2021
Shinsou Hitoshi & Shirakumo Oboro,19 Oct 2021
Aizawa Shouta | Eraserhead & Yamada Hizashi | Present Mic,19 Oct 2021
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,19 Oct 2021
Aizawa Shouta | Eraserhead & Kayama Nemuri | Midnight & Yamada Hizashi | Present Mic,19 Oct 2021
Aizawa Shouta & Kayama Nemuri & Shirakumo Oboro & Yamada Hizashi,19 Oct 2021
,19 Oct 2021
Iida Tenya/Sero Hanta,19 Oct 2021
Bakugou Katsuki/Kirishima Eijirou,19 Oct 2021
Kirishima Eijirou/Tetsutetsu Tetsutetsu,19 Oct 2021
Bakugou Katsuki/Tetsutetsu Tetsutetsu,19 Oct 2021
Kaminari Denki/Shouji Mezou,19 Oct 2021
Bakugou Katsuki/Todoroki Shouto,19 Oct 2021
Bakugou Katsuki & Shinsou Hitoshi,17 Oct 2021
Bakugou Katsuki & Kirishima Eijirou,17 Oct 2021
Sero Hanta/Todoroki Shouto,17 Oct 2021
Bakugou Katsuki & Kaminari Denki,17 Oct 2021
Kaminari Denki/Midoriya Izuku,17 Oct 2021
Midoriya Izuku & Todoroki Shouto,17 Oct 2021
Aizawa Shouta | Eraserhead & Shinsou Hitoshi,17 Oct 2021
Todoroki Enji | Endeavor & Tsugauchi Naomasa,17 Oct 2021
Dabi | Todoroki Touya/Original Character(s),17 Oct 2021
Kirishima Eijirou/Midoriya Izuku,17 Oct 2021
Bakugou Katsuki/Kirishima Eijirou,17 Oct 2021
but not a major part of fic,17 Oct 2021
Bakugou Katsuki/Midoriya Izuku,17 Oct 2021
Kaminari Denki/Shinsou Hitoshi,17 Oct 2021
Aizawa Shouta | Eraserhead & Midoriya Izuku,17 Oct 2021
Midoriya Izuku & Yamada Hizashi | Present Mic,17 Oct 2021
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,17 Oct 2021
Aizawa Shouta | Eraserhead & Shinsou Hitoshi,17 Oct 2021
Todoroki Enji | Endeavor & Todoroki Shouto,17 Oct 2021
Aizawa Shouta | Eraserhead & Todoroki Shouto,17 Oct 2021
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,17 Oct 2021
Bakugou Katsuki & Uraraka Ochako,17 Oct 2021
Midoriya Hisashi/Midoriya Inko,17 Oct 2021
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,17 Oct 2021
Bakugou Katsuki/Kirishima Eijirou,17 Oct 2021
Bakugou Katsuki/Midoriya Izuku,17 Oct 2021
Sero Hanta/Todoroki Shoto,17 Oct 2021
Bakugou Katsuki/Kirishima Eijirou,17 Oct 2021
Hagakure Tooru & Yaoyorozu Momo,17 Oct 2021
,17 Oct 2021
Class 1-A & Midoriya Izuku,17 Oct 2021
Aizawa Shouta | Eraserhead & Midoriya Izuku,17 Oct 2021
Kamihara Shinya | Edgeshot & Midoriya Izuku,17 Oct 2021
Aizawa Shouta | Eraserhead & Class 1-A,17 Oct 2021
Eri & Midoriya Izuku,17 Oct 2021
Midoriya Izuku & Shinsou Hitoshi,17 Oct 2021
Aizawa Shouta | Eraserhead & Eri,17 Oct 2021
Aizawa Shouta | Eraserhead & Kamihara Shinya | Edgeshot,17 Oct 2021
Kaminari Denki & Midoriya Izuku,17 Oct 2021
Kaminari Denki & Midoriya Izuku & Shinsou Hitoshi,17 Oct 2021
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,17 Oct 2021
Fukukado Emi | Ms. Joke/Kayama Nemuri | Midnight,17 Oct 2021
Aizawa Shouta | Eraserhead & Original Female Character(s),17 Oct 2021
Yamada Hizashi | Present Mic & Original Female Character(s),17 Oct 2021
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,17 Oct 2021
but they dont come into play until a little later in the story,17 Oct 2021
Midoriya Izuku & Original Female Character(s),17 Oct 2021
Midoriya Inko & Original Female Character(s),17 Oct 2021
Bakugou Katsuki & Original Character(s),17 Oct 2021
,15 Oct 2021
,15 Oct 2021
Bakugou Katsuki/Kirishima Eijirou,15 Oct 2021
Midoriya Izuku/Uraraka Ochako,15 Oct 2021
No Romantic Relationship(s),15 Oct 2021
Midoriya Izuku & Sensei | All For One,15 Oct 2021
Midoriya Izuku & Shigaraki Tomura | Shimura Tenko,15 Oct 2021
First One For All User & Midoriya Izuku,15 Oct 2021
Bakugou Katsuki/Kirishima Eijirou/Todoroki Shouto,15 Oct 2021
Kirishima Eijirou/Todoroki Shouto,15 Oct 2021
Bakugou Katsuki/Kirishima Eijirou,15 Oct 2021
Bakugou Katsuki/Todoroki Shouto,15 Oct 2021
Dark Shadow & Tokoyami Fumikage,15 Oct 2021
,15 Oct 2021
Aizawa Shouta | Eraserhead/Midoriya Izuku,15 Oct 2021
Bakugou Katsuki/Midoriya Izuku,15 Oct 2021
Aizawa Shouta | Eraserhead/Bakugou Katsuki,15 Oct 2021
Bakugou Katsuki & Midoriya Izuku,15 Oct 2021
Class 1-A & Midoriya Izuku,15 Oct 2021
Hatsume Mei & Midoriya Izuku,15 Oct 2021
Bakugou Katsuki/Kirishima Eijirou,15 Oct 2021
Midoriya Izuku/Shinsou Hitoshi,15 Oct 2021
Midoriya Izuku/Todoroki Shouto,15 Oct 2021
Kirishima Eijirou/Midoriya Izuku,15 Oct 2021
Midoriya Izuku/Todoroki Shouto,15 Oct 2021
minor Bakugou Katsuki/Kirishima Eijirou - Relationship,15 Oct 2021
Bakugou Katsuki & Todoroki Shouto,15 Oct 2021
Bakugou Katsuki/Midoriya Izuku,15 Oct 2021
Bakugou Katsuki & Midoriya Izuku,15 Oct 2021
Class 1-A & Midoriya Izuku,15 Oct 2021
Monoma Neito/Tetsutetsu Tetsutetsu,15 Oct 2021
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,15 Oct 2021
Dabi | Todoroki Touya/Takami Keigo | Hawks,15 Oct 2021
Kendou Itsuka/Monoma Neito (past),15 Oct 2021
Toga Himiko/Uraraka Ochako,15 Oct 2021
Iida Tenya/Sero Hanta/Todoroki Shouto,15 Oct 2021
Kaminari Denki/Monoma Neito/Shinsou Hitoshi,15 Oct 2021
Bakugou Katsuki/Kirishima Eijirou/Midoriya Izuku,15 Oct 2021
,15 Oct 2021
Bakugou Katsuki/Midoriya Izuku,15 Oct 2021
Bakugou Katsuki & Midoriya Izuku,15 Oct 2021
Midoriya Izuku & Sensei | All For One,15 Oct 2021
Aizawa Shouta | Eraserhead/Yagi Toshinori | All Might,13 Oct 2021
Jirou Kyouka/Yaoyorozu Momo,13 Oct 2021
Bakugou Katsuki/Midoriya Izuku,13 Oct 2021
Tomioka Giyuu & Reader,13 Oct 2021
Tomioka Giyuu/Reader,13 Oct 2021
Shinazugawa Sanemi/Reader,13 Oct 2021
Kaminari Denki/Reader,13 Oct 2021
Kaminari Denki/Shinsou Hitoshi/Reader,13 Oct 2021
Kaminari Denki/Shinsou Hitoshi,13 Oct 2021
Shinsou Hitoshi/Reader,13 Oct 2021
Hatsume Mei/Iida Tenya,13 Oct 2021
Chisaki Kai | Overhaul/Reader,13 Oct 2021
Shigaraki Tomura | Shimura Tenko/Reader,13 Oct 2021
Midoriya Izuku/Reader,13 Oct 2021
Bakugou Katsuki/Reader,13 Oct 2021
Bakugou Katsuki/Midoriya Izuku/Reader,13 Oct 2021
Uraraka Ochako/Reader,13 Oct 2021
Bakugou Katsuki/Midoriya Izuku,13 Oct 2021
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,13 Oct 2021
Shirakumo Oboro & Takami Keigo | Hawks,13 Oct 2021
Aizawa Shouta | Eraserhead & Midoriya Izuku,13 Oct 2021
Midoriya Izuku & Takami Keigo | Hawks,13 Oct 2021
Shirakumo Oboro/Takami Keigo | Hawks,13 Oct 2021
Midoriya Izuku & Yamada Hizashi | Present Mic,13 Oct 2021
Midoriya Izuku & Shinsou Hitoshi,13 Oct 2021
Aizawa Shouta | Eraserhead & Shinsou Hitoshi,13 Oct 2021
Shinsou Hitoshi & Yamada Hizashi | Present Mic,13 Oct 2021
Dabi | Todoroki Touya/Midoriya Izuku,13 Oct 2021
Bakugou Katsuki/Midoriya Izuku,13 Oct 2021
Dabi | Todoroki Touya/Takami Keigo | Hawks,13 Oct 2021
Dabi | Todoroki Touya & Midoriya Izuku & Toga Himiko,13 Oct 2021
